,TP,Ramp_Up_Cons,Ramp_Down_Cons,Branch_Cons,Branch_Group_Cons,GIP/GXP_Group_Cons,Market_Node_Group_Cons,GIP/GXP_Deficit,GXP_Integrity,NI_Fast_Reserve_MW,NIFIR,NI_Sustained_Reserve_MW,NISIR,SI_Fast_Reserve_MW,SIFIR,SI_Sustained_Reserve_MW,SISIR,NI_Fast_Reserve_Deficit,NI_Sustained_Reserve_Deficit,SI_Fast_Reserve_Deficit,SI_Sustained_Reserve_Deficit
2013-08-26 10:15:00,21.0000,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.82,5.270830000000001,0.39280000000000004,6.20216,0.0206,0.16576000000000002,0.0,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 10:20:00,21.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.88,4.24235,0.0799,5.173680000000001,0.0199,0.16576000000000002,0.0,1.21,0.0001,0.0,0.0,0.0,0.0
2013-08-26 10:25:00,21.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.89,4.33903,0.0799,5.270359999999999,0.0203,0.16576000000000002,0.0,1.21,0.0001,0.0,0.0,0.0,0.0
2013-08-26 10:30:00,22.0000,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.84,4.8520199999999996,0.0799,5.5221100000000005,0.0199,0.18914,0.0,1.21,0.0001,0.0,0.0,0.0,0.0
2013-08-26 10:35:00,22.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.83,4.906980000000001,0.08,5.57707,0.0199,0.18914,0.0,1.21,0.0001,0.0,0.0,0.0,0.0
2013-08-26 10:40:00,22.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.82,4.909459999999999,0.0799,5.57955,0.0199,0.18914,0.0,1.21,0.0001,0.0,0.0,0.0,0.0
2013-08-26 10:45:00,22.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.82,5.00185,0.08,5.671939999999999,0.0199,0.18914,0.0,1.21,0.0001,0.0,0.0,0.0,0.0
2013-08-26 10:50:00,22.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.78,5.020569999999999,0.08,5.69066,0.0199,0.18914,0.0,1.21,0.0001,0.0,0.0,0.0,0.0
2013-08-26 10:55:00,22.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.81,4.927490000000001,0.0799,5.597580000000001,0.0199,0.18914,0.0,1.21,0.0001,0.0,0.0,0.0,0.0
2013-08-26 11:00:00,23.0000,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.79,4.92054,0.08,5.589600000000001,0.0199,0.27710999999999997,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 11:05:00,23.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.86,4.8750599999999995,0.08,5.5441199999999995,0.0199,0.27710999999999997,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 11:10:00,23.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.78,4.93176,0.08,5.60082,0.0199,0.27710999999999997,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 11:15:00,23.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.81,4.92861,0.08,5.597669999999999,0.0199,0.27710999999999997,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 11:20:00,23.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.79,4.88789,0.08,5.5569500000000005,0.0199,0.27710999999999997,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 11:25:00,23.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.81,4.77461,0.08,5.44367,0.0091,0.27710999999999997,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 11:30:00,24.0000,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.81,5.212619999999999,0.08,5.63221,0.0199,0.29530999999999996,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 11:35:00,24.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.82,5.143719999999999,0.08,5.56331,0.0137,0.29530999999999996,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 11:40:00,24.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.79,5.143530000000001,0.08,5.5631200000000005,0.0109,0.29530999999999996,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 11:45:00,24.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.76,5.143730000000001,0.08,5.56332,0.0174,0.29530999999999996,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 11:50:00,24.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.78,5.17258,0.08,5.592169999999999,0.0199,0.29530999999999996,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 11:55:00,24.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.78,5.28182,0.08,5.701409999999999,0.0199,0.29530999999999996,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 12:00:00,25.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.83,5.2193700000000005,0.08,5.66881,0.0199,0.30348,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 12:05:00,25.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.78,5.205069999999999,0.08,5.65451,0.0147,0.30348,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 12:10:00,25.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.78,5.302719999999999,0.08,5.75216,0.0199,0.30348,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 12:15:00,25.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.79,5.32976,0.08,5.7791999999999994,0.0199,0.30348,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 12:20:00,25.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.73,5.3571100000000005,0.08,5.80655,0.0199,0.30348,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 12:25:00,25.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.84,5.38716,0.08,5.8366,0.0199,0.30348,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 12:30:00,26.0000,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.81,5.4184,0.08,5.74081,0.0199,0.31052,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 12:35:00,26.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.79,5.592709999999999,0.08,5.915119999999999,0.0199,0.31052,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 12:40:00,26.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.81,5.59018,0.08,5.91259,0.0199,0.31052,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 12:45:00,26.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.77,5.45857,0.08,5.7809800000000005,0.0199,0.31052,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 12:50:00,26.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.83,5.54758,0.08,5.8699900000000005,0.0199,0.31052,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 12:55:00,26.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.82,5.43715,0.08,5.7595600000000005,0.0199,0.31052,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 13:00:00,27.0000,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.88,5.44207,0.08,5.83663,0.0199,0.30499000000000004,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 13:05:00,27.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.83,5.407230000000001,0.08,5.80179,0.0199,0.30499000000000004,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 13:10:00,27.0000,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.85,5.469790000000001,0.08,5.864349999999999,0.0199,0.30499000000000004,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 13:15:00,27.0000,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.85,5.318020000000001,0.08,5.71258,0.0199,0.30499000000000004,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 13:20:00,27.0000,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.81,5.42398,0.08,5.8185400000000005,0.0199,0.30499000000000004,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 13:25:00,27.0000,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.77,5.44332,0.08,5.83788,0.0199,0.30499000000000004,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 13:30:00,28.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.79,5.64529,0.1725,5.77396,0.0199,0.32,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 13:35:00,28.0000,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.79,5.645269999999999,0.1219,5.77394,0.019799999999999998,0.32,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 13:40:00,28.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.79,5.645269999999999,0.10800000000000001,5.77394,0.019799999999999998,0.32,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 13:45:00,28.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.81,5.645269999999999,0.10800000000000001,5.77394,0.019799999999999998,0.32,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 13:50:00,28.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.81,5.645269999999999,0.10800000000000001,5.77394,0.019799999999999998,0.32,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 13:55:00,28.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.86,5.64529,0.1827,5.77396,0.0199,0.32,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 14:00:00,29.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.86,5.61965,0.23579999999999998,5.63326,0.0045000000000000005,0.33915,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 14:05:00,29.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.83,5.71745,0.2,5.73106,0.0045000000000000005,0.33915,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 14:10:00,29.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.77,5.71198,0.2,5.7255899999999995,0.0045000000000000005,0.33915,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 14:15:00,29.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.79,5.708919999999999,0.2,5.722530000000001,0.0045000000000000005,0.33915,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 14:20:00,29.0000,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.82,5.7245800000000004,0.2,5.7381899999999995,0.0045000000000000005,0.33915,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 14:25:00,29.0000,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.81,5.81827,0.2,5.83188,0.0045000000000000005,0.33915,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 14:30:00,30.0000,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.85,5.8436699999999995,0.2,5.83577,0.0045000000000000005,0.33965,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 14:35:00,30.0000,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.82,5.86476,0.2,5.85686,0.0045000000000000005,0.33965,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 14:40:00,30.0000,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.82,5.862290000000001,0.2,5.8543899999999995,0.0045000000000000005,0.33965,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 14:45:00,30.0000,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.83,5.8524199999999995,0.2,5.84452,0.0045000000000000005,0.33965,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 14:50:00,30.0000,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.81,5.87409,0.2,5.8661900000000005,0.0045000000000000005,0.33965,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 14:55:00,30.0000,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.86,5.8585199999999995,0.2,5.85062,0.0045000000000000005,0.33965,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 15:00:00,31.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.88,5.78591,0.2,5.85375,0.0045000000000000005,0.33006,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 15:05:00,31.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.81,5.75957,0.2,5.8274099999999995,0.0045000000000000005,0.33006,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 15:10:00,31.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.85,5.792769999999999,0.2,5.86061,0.0045000000000000005,0.33006,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 15:15:00,31.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.85,5.78674,0.2,5.854580000000001,0.0045000000000000005,0.33006,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 15:20:00,31.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.84,5.74399,0.2,5.81183,0.0045000000000000005,0.33006,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 15:25:00,31.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.86,5.66535,0.2,5.73319,0.0045000000000000005,0.33006,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 15:30:00,32.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.91,5.62248,0.08039999999999999,5.86749,0.0045000000000000005,0.31489,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 15:35:00,32.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.8,5.62813,0.08039999999999999,5.873139999999999,0.0045000000000000005,0.31489,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 15:40:00,32.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.87,5.59044,0.08,5.83545,0.0045000000000000005,0.31489,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 15:45:00,32.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.85,5.593730000000001,0.08,5.8387400000000005,0.0045000000000000005,0.31489,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 15:50:00,32.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.8,5.598540000000001,0.08,5.8435500000000005,0.0045000000000000005,0.31489,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 15:55:00,32.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.85,5.58966,0.08,5.83467,0.0045000000000000005,0.31489,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 16:00:00,33.0000,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.84,5.63239,0.08039999999999999,5.95249,0.0045000000000000005,0.30920000000000003,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 16:05:00,33.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.82,5.58298,0.0799,5.90308,0.0045000000000000005,0.30920000000000003,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 16:10:00,33.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.77,5.496849999999999,0.0799,5.81695,0.0045000000000000005,0.30920000000000003,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 16:15:00,33.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.79,5.51848,0.0799,5.83858,0.0045000000000000005,0.30920000000000003,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 16:20:00,33.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.84,5.49019,0.0799,5.81029,0.0045000000000000005,0.30920000000000003,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 16:25:00,33.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.78,5.44977,0.0799,5.76987,0.0045000000000000005,0.30920000000000003,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 16:30:00,34.0000,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.82,6.064019999999999,0.41950000000000004,5.92939,0.0199,0.2901,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 16:35:00,34.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.85,6.11472,0.4143,5.980090000000001,0.0199,0.2901,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 16:40:00,34.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.83,6.11472,0.41850000000000004,5.980090000000001,0.0199,0.2901,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 16:45:00,34.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.82,6.05966,0.2743,5.9250300000000005,0.0199,0.2901,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 16:50:00,34.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.75,5.924650000000001,0.2421,5.790019999999999,0.0199,0.2901,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 16:55:00,34.0000,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.78,5.8376,0.2601,5.7029700000000005,0.0199,0.2901,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 17:00:00,35.0000,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5.363110000000001,0.2,5.819209999999999,0.0199,0.27072,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 17:05:00,35.0000,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.85,4.69824,0.0892,5.1543399999999995,0.0087,0.27072,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 17:10:00,35.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.84,5.24821,0.2,5.70431,0.0199,0.27072,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 17:15:00,35.0000,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.8,5.53509,0.2,5.9911900000000005,0.0199,0.27072,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 17:20:00,35.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.87,4.673690000000001,0.0799,5.129790000000001,0.0087,0.27072,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 17:25:00,35.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.87,4.955069999999999,0.11789999999999999,5.411169999999999,0.019799999999999998,0.27072,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 17:30:00,36.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.87,5.301669999999999,0.4326,5.83464,0.0206,0.20601999999999998,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 17:35:00,36.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.91,5.30986,0.42210000000000003,5.84283,0.0206,0.20601999999999998,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 17:40:00,36.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.85,5.31493,0.451,5.847899999999999,0.0206,0.20601999999999998,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 17:45:00,36.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.91,5.31493,0.4617,5.847899999999999,0.0206,0.20601999999999998,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 17:50:00,36.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.86,5.2326999999999995,0.2895,5.76567,0.0206,0.20601999999999998,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 17:55:00,36.0000,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.86,5.153980000000001,0.2783,5.68695,0.0199,0.20601999999999998,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 18:00:00,37.0000,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.86,3.94634,0.45030000000000003,5.00557,0.08039999999999999,0.19843,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 18:05:00,37.0000,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.85,3.97335,0.3924,5.03258,0.08039999999999999,0.19843,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 18:10:00,37.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.83,3.9769599999999996,0.46520000000000006,5.03619,0.08039999999999999,0.19843,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 18:15:00,37.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.86,3.9210599999999998,0.42200000000000004,4.98029,0.08039999999999999,0.19843,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 18:20:00,37.0000,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.89,3.8068800000000005,0.2738,4.86611,0.0697,0.19843,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 18:25:00,37.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.86,3.7594,0.797,4.818630000000001,0.08039999999999999,0.19843,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 18:30:00,38.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.89,3.6101599999999996,0.745,4.77267,0.0906,0.19579000000000002,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 18:35:00,38.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.83,3.58244,0.46950000000000003,4.74495,0.0697,0.19579000000000002,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 18:40:00,38.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.82,3.5114900000000002,0.26,4.6739999999999995,0.0697,0.19579000000000002,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 18:45:00,38.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.88,3.60404,0.46950000000000003,4.76655,0.0697,0.19579000000000002,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 18:50:00,38.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.86,3.6865499999999995,0.46950000000000003,4.84906,0.0906,0.19579000000000002,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 18:55:00,38.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.87,3.6968400000000003,0.46950000000000003,4.85935,0.0906,0.19579000000000002,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 19:00:00,39.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.83,3.83264,0.2,5.13114,0.0906,0.20074000000000003,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 19:05:00,39.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.85,3.8794800000000005,0.2,5.17798,0.0906,0.20074000000000003,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 19:10:00,39.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.87,3.90962,0.4172,5.20812,0.0906,0.20074000000000003,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 19:15:00,39.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.9,3.9449400000000003,0.387,5.2434400000000005,0.0906,0.20074000000000003,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 19:20:00,39.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.86,4.010009999999999,0.41,5.30851,0.1063,0.20074000000000003,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 19:25:00,39.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.82,4.010009999999999,0.3982,5.30851,0.1065,0.20074000000000003,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 19:30:00,40.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.85,4.6104199999999995,0.2,5.652959999999999,0.0199,0.20511999999999997,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 19:35:00,40.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.9,4.60994,0.2,5.652480000000001,0.0199,0.20511999999999997,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 19:40:00,40.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.86,4.63827,0.2,5.68081,0.0199,0.20511999999999997,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 19:45:00,40.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.87,4.65484,0.2,5.697380000000001,0.0199,0.20511999999999997,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 19:50:00,40.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.89,4.7148900000000005,0.2,5.75743,0.0199,0.20511999999999997,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 19:55:00,40.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.9,4.78733,0.2,5.82987,0.0199,0.20511999999999997,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 20:00:00,41.0000,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.84,4.573259999999999,0.2,5.44524,0.0199,0.20919000000000001,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 20:05:00,41.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.83,4.67219,0.2,5.544169999999999,0.0199,0.20919000000000001,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 20:10:00,41.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.83,4.68966,0.2,5.56164,0.0199,0.20919000000000001,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 20:15:00,41.0000,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.82,4.73855,0.2,5.61053,0.0199,0.20919000000000001,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 20:20:00,41.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.78,4.810580000000001,0.2,5.68256,0.0206,0.20919000000000001,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
2013-08-26 20:25:00,41.0000,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.81,4.86526,0.2,5.737240000000001,0.0206,0.20919000000000001,0.0001,1.21,0.0003,0.0,0.0,0.0,0.0
